time (s)	charge (C)	time (s)	current (A)
7.764e+004	-3.087e+000	7.764e+004	2.384e-006
7.764e+004	-3.087e+000	7.764e+004	2.616e-006
7.765e+004	-3.087e+000	7.765e+004	1.284e-006
7.765e+004	-3.087e+000	7.765e+004	1.416e-006
7.766e+004	-3.087e+000	7.766e+004	2.216e-006
7.766e+004	-3.087e+000	7.766e+004	8.836e-007
7.767e+004	-3.087e+000	7.767e+004	2.516e-006
7.767e+004	-3.087e+000	7.767e+004	1.084e-006
7.768e+004	-3.087e+000	7.768e+004	1.716e-006
7.768e+004	-3.087e+000	7.768e+004	1.016e-006
7.769e+004	-3.087e+000	7.769e+004	5.836e-007
7.769e+004	-3.087e+000	7.769e+004	3.016e-006
7.770e+004	-3.087e+000	7.770e+004	1.684e-006
7.770e+004	-3.087e+000	7.770e+004	1.716e-006
7.771e+004	-3.087e+000	7.771e+004	1.642e-008
7.771e+004	-3.087e+000	7.771e+004	7.836e-007
7.772e+004	-3.087e+000	7.772e+004	1.816e-006
7.772e+004	-3.087e+000	7.772e+004	1.484e-006
7.773e+004	-3.087e+000	7.773e+004	2.416e-006
7.773e+004	-3.087e+000	7.773e+004	6.836e-007
7.774e+004	-3.087e+000	7.774e+004	1.164e-007
7.774e+004	-3.087e+000	7.774e+004	1.016e-006
7.775e+004	-3.087e+000	7.775e+004	1.416e-006
7.775e+004	-3.087e+000	7.775e+004	1.836e-007
7.776e+004	-3.087e+000	7.776e+004	3.836e-007
7.776e+004	-3.087e+000	7.776e+004	1.616e-006
7.777e+004	-3.087e+000	7.777e+004	1.836e-007
7.777e+004	-3.087e+000	7.777e+004	1.084e-006
7.778e+004	-3.087e+000	7.778e+004	1.716e-006
7.778e+004	-3.087e+000	7.778e+004	1.484e-006
7.779e+004	-3.087e+000	7.779e+004	1.616e-006
7.779e+004	-3.087e+000	7.779e+004	1.184e-006
7.780e+004	-3.087e+000	7.780e+004	1.016e-006
7.780e+004	-3.087e+000	7.780e+004	5.836e-007
7.781e+004	-3.087e+000	7.781e+004	7.164e-007
7.781e+004	-3.087e+000	7.781e+004	1.164e-007
7.782e+004	-3.087e+000	7.782e+004	1.836e-007
7.782e+004	-3.087e+000	7.782e+004	1.516e-006
7.783e+004	-3.087e+000	7.783e+004	1.784e-006
7.783e+004	-3.087e+000	7.783e+004	1.316e-006
7.784e+004	-3.087e+000	7.784e+004	4.836e-007
7.784e+004	-3.087e+000	7.784e+004	1.316e-006
7.785e+004	-3.087e+000	7.785e+004	6.164e-007
7.785e+004	-3.087e+000	7.785e+004	1.084e-006
7.786e+004	-3.087e+000	7.786e+004	2.316e-006
7.786e+004	-3.087e+000	7.786e+004	1.884e-006
7.787e+004	-3.087e+000	7.787e+004	2.116e-006
7.787e+004	-3.087e+000	7.787e+004	3.836e-007
7.788e+004	-3.087e+000	7.788e+004	8.164e-007
7.788e+004	-3.087e+000	7.788e+004	2.836e-007
7.789e+004	-3.087e+000	7.789e+004	1.164e-007
7.789e+004	-3.087e+000	7.789e+004	1.516e-006
7.790e+004	-3.087e+000	7.790e+004	1.284e-006
7.790e+004	-3.087e+000	7.790e+004	1.816e-006
7.791e+004	-3.087e+000	7.791e+004	1.384e-006
7.791e+004	-3.087e+000	7.791e+004	1.716e-006
7.792e+004	-3.087e+000	7.792e+004	1.384e-006
7.792e+004	-3.087e+000	7.792e+004	8.358e-008
7.793e+004	-3.087e+000	7.793e+004	1.116e-006
7.793e+004	-3.087e+000	7.793e+004	1.484e-006
7.794e+004	-3.087e+000	7.794e+004	2.416e-006
7.794e+004	-3.087e+000	7.794e+004	1.884e-006
7.795e+004	-3.087e+000	7.795e+004	5.164e-007
7.795e+004	-3.087e+000	7.795e+004	2.836e-007
7.796e+004	-3.087e+000	7.796e+004	1.836e-007
7.796e+004	-3.087e+000	7.796e+004	2.016e-006
7.797e+004	-3.087e+000	7.797e+004	1.884e-006
7.797e+004	-3.087e+000	7.797e+004	2.216e-006
7.798e+004	-3.087e+000	7.798e+004	7.836e-007
7.798e+004	-3.087e+000	7.798e+004	2.836e-007
7.799e+004	-3.087e+000	7.799e+004	8.164e-007
7.799e+004	-3.087e+000	7.799e+004	1.784e-006
7.800e+004	-3.087e+000	7.800e+004	2.816e-006
7.800e+004	-3.087e+000	7.800e+004	2.184e-006
7.801e+004	-3.087e+000	7.801e+004	2.316e-006
7.801e+004	-3.087e+000	7.801e+004	1.642e-008
7.802e+004	-3.087e+000	7.802e+004	7.836e-007
7.802e+004	-3.087e+000	7.802e+004	2.116e-006
7.803e+004	-3.087e+000	7.803e+004	1.084e-006
7.803e+004	-3.087e+000	7.803e+004	1.716e-006
7.804e+004	-3.087e+000	7.804e+004	5.164e-007
7.804e+004	-3.087e+000	7.804e+004	6.836e-007
7.805e+004	-3.087e+000	7.805e+004	1.716e-006
7.805e+004	-3.087e+000	7.805e+004	2.784e-006
7.806e+004	-3.087e+000	7.806e+004	2.816e-006
7.806e+004	-3.087e+000	7.806e+004	1.684e-006
7.807e+004	-3.087e+000	7.807e+004	1.616e-006
7.807e+004	-3.087e+000	7.807e+004	8.358e-008
7.808e+004	-3.087e+000	7.808e+004	3.836e-007
7.808e+004	-3.087e+000	7.808e+004	1.716e-006
7.809e+004	-3.087e+000	7.809e+004	1.584e-006
7.809e+004	-3.087e+000	7.809e+004	1.316e-006
7.810e+004	-3.087e+000	7.810e+004	5.836e-007
7.810e+004	-3.087e+000	7.810e+004	1.016e-006
7.811e+004	-3.087e+000	7.811e+004	2.164e-007
7.811e+004	-3.087e+000	7.811e+004	8.836e-007
7.812e+004	-3.087e+000	7.812e+004	1.516e-006
7.812e+004	-3.087e+000	7.812e+004	1.284e-006
7.813e+004	-3.087e+000	7.813e+004	9.164e-007
7.813e+004	-3.087e+000	7.813e+004	2.836e-007
7.814e+004	-3.087e+000	7.814e+004	1.116e-006
7.814e+004	-3.087e+000	7.814e+004	2.164e-007
7.815e+004	-3.087e+000	7.815e+004	8.358e-008
7.815e+004	-3.087e+000	7.815e+004	1.216e-006
7.816e+004	-3.087e+000	7.816e+004	1.384e-006
7.816e+004	-3.087e+000	7.816e+004	1.416e-006
7.817e+004	-3.087e+000	7.817e+004	7.836e-007
7.817e+004	-3.087e+000	7.817e+004	8.164e-007
7.818e+004	-3.087e+000	7.818e+004	1.116e-006
7.818e+004	-3.087e+000	7.818e+004	8.836e-007
7.819e+004	-3.087e+000	7.819e+004	2.216e-006
7.819e+004	-3.087e+000	7.819e+004	1.884e-006
7.820e+004	-3.087e+000	7.820e+004	1.916e-006
7.820e+004	-3.087e+000	7.820e+004	3.164e-007
7.821e+004	-3.087e+000	7.821e+004	8.358e-008
7.821e+004	-3.087e+000	7.821e+004	1.116e-006
7.822e+004	-3.087e+000	7.822e+004	9.836e-007
7.822e+004	-3.087e+000	7.822e+004	2.116e-006
7.823e+004	-3.087e+000	7.823e+004	1.784e-006
7.823e+004	-3.087e+000	7.823e+004	1.316e-006
7.824e+004	-3.087e+000	7.824e+004	8.164e-007
7.824e+004	-3.087e+000	7.824e+004	1.184e-006
7.825e+004	-3.087e+000	7.825e+004	2.116e-006
7.825e+004	-3.087e+000	7.825e+004	1.684e-006
7.826e+004	-3.087e+000	7.826e+004	2.316e-006
7.826e+004	-3.087e+000	7.826e+004	1.884e-006
7.827e+004	-3.087e+000	7.827e+004	1.836e-007
7.827e+004	-3.087e+000	7.827e+004	1.816e-006
7.828e+004	-3.087e+000	7.828e+004	1.984e-006
7.828e+004	-3.087e+000	7.828e+004	2.016e-006
7.829e+004	-3.087e+000	7.829e+004	1.584e-006
7.829e+004	-3.087e+000	7.829e+004	1.516e-006
7.830e+004	-3.087e+000	7.830e+004	6.836e-007
7.830e+004	-3.087e+000	7.830e+004	6.836e-007
7.831e+004	-3.087e+000	7.831e+004	1.616e-006
7.831e+004	-3.087e+000	7.831e+004	1.884e-006
7.832e+004	-3.087e+000	7.832e+004	1.716e-006
7.832e+004	-3.087e+000	7.832e+004	1.584e-006
7.833e+004	-3.087e+000	7.833e+004	2.216e-006
7.833e+004	-3.087e+000	7.833e+004	9.836e-007
7.834e+004	-3.087e+000	7.834e+004	1.016e-006
7.834e+004	-3.087e+000	7.834e+004	7.164e-007
7.835e+004	-3.087e+000	7.835e+004	1.642e-008
7.835e+004	-3.087e+000	7.835e+004	9.164e-007
7.836e+004	-3.087e+000	7.836e+004	1.484e-006
7.836e+004	-3.087e+000	7.836e+004	2.116e-006
7.837e+004	-3.087e+000	7.837e+004	1.284e-006
7.837e+004	-3.087e+000	7.837e+004	1.116e-006
7.838e+004	-3.087e+000	7.838e+004	3.164e-007
7.838e+004	-3.087e+000	7.838e+004	1.584e-006
7.839e+004	-3.087e+000	7.839e+004	1.716e-006
7.839e+004	-3.087e+000	7.839e+004	1.984e-006
7.840e+004	-3.087e+000	7.840e+004	1.716e-006
7.840e+004	-3.087e+000	7.840e+004	7.836e-007
7.841e+004	-3.087e+000	7.841e+004	1.642e-008
7.841e+004	-3.087e+000	7.841e+004	1.116e-006
7.842e+004	-3.087e+000	7.842e+004	1.684e-006
7.842e+004	-3.087e+000	7.842e+004	1.816e-006
7.843e+004	-3.087e+000	7.843e+004	1.684e-006
7.843e+004	-3.087e+000	7.843e+004	7.164e-007
7.844e+004	-3.087e+000	7.844e+004	7.164e-007
7.844e+004	-3.087e+000	7.844e+004	1.484e-006
7.845e+004	-3.087e+000	7.845e+004	2.416e-006
7.845e+004	-3.087e+000	7.845e+004	1.584e-006
7.846e+004	-3.087e+000	7.846e+004	1.116e-006
7.846e+004	-3.087e+000	7.846e+004	8.358e-008
7.847e+004	-3.087e+000	7.847e+004	8.358e-008
7.847e+004	-3.087e+000	7.847e+004	2.016e-006
7.848e+004	-3.087e+000	7.848e+004	2.084e-006
7.848e+004	-3.087e+000	7.848e+004	2.516e-006
7.849e+004	-3.087e+000	7.849e+004	1.584e-006
7.849e+004	-3.087e+000	7.849e+004	9.164e-007
7.850e+004	-3.087e+000	7.850e+004	8.358e-008
7.850e+004	-3.087e+000	7.850e+004	1.184e-006
7.851e+004	-3.087e+000	7.851e+004	1.716e-006
7.851e+004	-3.087e+000	7.851e+004	1.884e-006
7.852e+004	-3.087e+000	7.852e+004	2.016e-006
7.852e+004	-3.087e+000	7.852e+004	1.164e-007
7.853e+004	-3.087e+000	7.853e+004	8.836e-007
7.853e+004	-3.087e+000	7.853e+004	2.316e-006
7.854e+004	-3.087e+000	7.854e+004	1.684e-006
7.854e+004	-3.087e+000	7.854e+004	1.716e-006
7.855e+004	-3.087e+000	7.855e+004	1.284e-006
7.855e+004	-3.087e+000	7.855e+004	1.116e-006
7.856e+004	-3.087e+000	7.856e+004	5.164e-007
7.856e+004	-3.087e+000	7.856e+004	1.484e-006
7.857e+004	-3.087e+000	7.857e+004	2.216e-006
7.857e+004	-3.087e+000	7.857e+004	1.484e-006
7.858e+004	-3.087e+000	7.858e+004	1.416e-006
7.858e+004	-3.087e+000	7.858e+004	1.284e-006
7.859e+004	-3.087e+000	7.859e+004	2.116e-006
7.859e+004	-3.087e+000	7.859e+004	2.836e-007
7.860e+004	-3.087e+000	7.860e+004	6.836e-007
7.860e+004	-3.087e+000	7.860e+004	4.164e-007
7.861e+004	-3.087e+000	7.861e+004	8.836e-007
7.861e+004	-3.087e+000	7.861e+004	1.016e-006
7.862e+004	-3.087e+000	7.862e+004	1.784e-006
7.862e+004	-3.087e+000	7.862e+004	6.164e-007
7.863e+004	-3.087e+000	7.863e+004	8.358e-008
7.863e+004	-3.087e+000	7.863e+004	6.836e-007
7.864e+004	-3.087e+000	7.864e+004	2.116e-006
7.864e+004	-3.087e+000	7.864e+004	2.084e-006
7.865e+004	-3.087e+000	7.865e+004	2.516e-006
7.865e+004	-3.087e+000	7.865e+004	1.684e-006
7.866e+004	-3.087e+000	7.866e+004	1.816e-006
7.866e+004	-3.087e+000	7.866e+004	1.642e-008
7.867e+004	-3.087e+000	7.867e+004	7.836e-007
7.867e+004	-3.087e+000	7.867e+004	2.716e-006
7.868e+004	-3.087e+000	7.868e+004	2.084e-006
7.868e+004	-3.087e+000	7.868e+004	2.016e-006
7.869e+004	-3.087e+000	7.869e+004	4.836e-007
7.869e+004	-3.087e+000	7.869e+004	4.836e-007
7.870e+004	-3.087e+000	7.870e+004	1.716e-006
7.870e+004	-3.087e+000	7.870e+004	2.084e-006
7.871e+004	-3.087e+000	7.871e+004	1.916e-006
7.871e+004	-3.087e+000	7.871e+004	9.836e-007
7.872e+004	-3.087e+000	7.872e+004	2.836e-007
7.872e+004	-3.087e+000	7.872e+004	1.216e-006
7.873e+004	-3.087e+000	7.873e+004	2.184e-006
7.873e+004	-3.087e+000	7.873e+004	2.516e-006
7.874e+004	-3.087e+000	7.874e+004	2.384e-006
7.874e+004	-3.087e+000	7.874e+004	2.016e-006
7.875e+004	-3.087e+000	7.875e+004	6.836e-007
7.875e+004	-3.087e+000	7.875e+004	8.358e-008
7.876e+004	-3.087e+000	7.876e+004	1.516e-006
7.876e+004	-3.087e+000	7.876e+004	1.384e-006
7.877e+004	-3.087e+000	7.877e+004	1.216e-006
7.877e+004	-3.087e+000	7.877e+004	1.384e-006
7.878e+004	-3.087e+000	7.878e+004	1.164e-007
7.878e+004	-3.087e+000	7.878e+004	7.164e-007
7.879e+004	-3.087e+000	7.879e+004	1.384e-006
7.879e+004	-3.087e+000	7.879e+004	1.616e-006
7.880e+004	-3.087e+000	7.880e+004	1.284e-006
7.880e+004	-3.087e+000	7.880e+004	9.164e-007
7.881e+004	-3.087e+000	7.881e+004	1.484e-006
7.881e+004	-3.087e+000	7.881e+004	2.016e-006
7.882e+004	-3.087e+000	7.882e+004	7.836e-007
7.882e+004	-3.087e+000	7.882e+004	6.164e-007
7.883e+004	-3.087e+000	7.883e+004	4.836e-007
7.883e+004	-3.087e+000	7.883e+004	7.836e-007
7.884e+004	-3.087e+000	7.884e+004	1.816e-006
7.884e+004	-3.087e+000	7.884e+004	2.684e-006
7.885e+004	-3.087e+000	7.885e+004	2.416e-006
7.885e+004	-3.087e+000	7.885e+004	1.184e-006
7.886e+004	-3.087e+000	7.886e+004	9.164e-007
7.886e+004	-3.087e+000	7.886e+004	4.836e-007
7.887e+004	-3.087e+000	7.887e+004	1.684e-006
7.887e+004	-3.087e+000	7.887e+004	2.716e-006
7.888e+004	-3.087e+000	7.888e+004	2.484e-006
7.888e+004	-3.087e+000	7.888e+004	1.816e-006
7.889e+004	-3.087e+000	7.889e+004	1.836e-007
7.889e+004	-3.087e+000	7.889e+004	5.836e-007
7.890e+004	-3.087e+000	7.890e+004	1.616e-006
7.890e+004	-3.087e+000	7.890e+004	1.584e-006
7.891e+004	-3.087e+000	7.891e+004	2.416e-006
7.891e+004	-3.087e+000	7.891e+004	1.984e-006
7.892e+004	-3.087e+000	7.892e+004	4.164e-007
7.892e+004	-3.087e+000	7.892e+004	1.316e-006
7.893e+004	-3.087e+000	7.893e+004	2.884e-006
7.893e+004	-3.087e+000	7.893e+004	2.616e-006
7.894e+004	-3.087e+000	7.894e+004	2.184e-006
7.894e+004	-3.087e+000	7.894e+004	5.164e-007
7.895e+004	-3.087e+000	7.895e+004	8.358e-008
7.895e+004	-3.087e+000	7.895e+004	1.084e-006
7.896e+004	-3.087e+000	7.896e+004	2.216e-006
7.896e+004	-3.087e+000	7.896e+004	2.384e-006
7.897e+004	-3.087e+000	7.897e+004	2.016e-006
7.897e+004	-3.087e+000	7.897e+004	2.836e-007
7.898e+004	-3.087e+000	7.898e+004	5.836e-007
7.898e+004	-3.087e+000	7.898e+004	2.516e-006
7.899e+004	-3.087e+000	7.899e+004	2.584e-006
7.899e+004	-3.087e+000	7.899e+004	2.116e-006
7.900e+004	-3.087e+000	7.900e+004	1.684e-006
7.900e+004	-3.087e+000	7.900e+004	1.116e-006
7.901e+004	-3.087e+000	7.901e+004	1.016e-006
7.901e+004	-3.087e+000	7.901e+004	1.884e-006
7.902e+004	-3.087e+000	7.902e+004	2.216e-006
7.902e+004	-3.087e+000	7.902e+004	1.384e-006
7.903e+004	-3.087e+000	7.903e+004	4.164e-007
7.903e+004	-3.087e+000	7.903e+004	1.516e-006
7.904e+004	-3.087e+000	7.904e+004	1.584e-006
7.904e+004	-3.087e+000	7.904e+004	2.164e-007
7.905e+004	-3.087e+000	7.905e+004	2.164e-007
7.905e+004	-3.087e+000	7.905e+004	9.836e-007
7.906e+004	-3.087e+000	7.906e+004	1.016e-006
7.906e+004	-3.087e+000	7.906e+004	1.184e-006
7.907e+004	-3.087e+000	7.907e+004	2.216e-006
7.907e+004	-3.087e+000	7.907e+004	1.184e-006
7.908e+004	-3.087e+000	7.908e+004	1.216e-006
7.908e+004	-3.087e+000	7.908e+004	1.642e-008
7.909e+004	-3.087e+000	7.909e+004	3.836e-007
7.909e+004	-3.087e+000	7.909e+004	1.516e-006
7.910e+004	-3.087e+000	7.910e+004	2.184e-006
7.910e+004	-3.087e+000	7.910e+004	2.016e-006
7.911e+004	-3.087e+000	7.911e+004	1.184e-006
7.911e+004	-3.087e+000	7.911e+004	4.164e-007
7.912e+004	-3.087e+000	7.912e+004	6.164e-007
7.912e+004	-3.087e+000	7.912e+004	1.984e-006
7.913e+004	-3.087e+000	7.913e+004	2.116e-006
7.913e+004	-3.087e+000	7.913e+004	1.684e-006
7.914e+004	-3.087e+000	7.914e+004	1.516e-006
7.914e+004	-3.087e+000	7.914e+004	4.164e-007
7.915e+004	-3.087e+000	7.915e+004	1.584e-006
7.915e+004	-3.087e+000	7.915e+004	2.416e-006
7.916e+004	-3.087e+000	7.916e+004	2.484e-006
7.916e+004	-3.087e+000	7.916e+004	1.916e-006
7.917e+004	-3.087e+000	7.917e+004	1.184e-006
7.917e+004	-3.087e+000	7.917e+004	1.642e-008
7.918e+004	-3.087e+000	7.918e+004	1.416e-006
7.918e+004	-3.087e+000	7.918e+004	2.384e-006
7.919e+004	-3.087e+000	7.919e+004	2.816e-006
7.919e+004	-3.087e+000	7.919e+004	1.584e-006
7.920e+004	-3.087e+000	7.920e+004	2.164e-007
7.920e+004	-3.087e+000	7.920e+004	9.164e-007
7.921e+004	-3.087e+000	7.921e+004	1.084e-006
7.921e+004	-3.087e+000	7.921e+004	2.616e-006
7.922e+004	-3.087e+000	7.922e+004	2.284e-006
7.922e+004	-3.087e+000	7.922e+004	2.416e-006
7.923e+004	-3.087e+000	7.923e+004	1.084e-006
7.923e+004	-3.087e+000	7.923e+004	8.358e-008
7.924e+004	-3.087e+000	7.924e+004	1.016e-006
7.924e+004	-3.087e+000	7.924e+004	1.884e-006
7.925e+004	-3.087e+000	7.925e+004	1.616e-006
7.925e+004	-3.087e+000	7.925e+004	1.584e-006
7.926e+004	-3.087e+000	7.926e+004	2.016e-006
7.926e+004	-3.087e+000	7.926e+004	5.836e-007
7.927e+004	-3.087e+000	7.927e+004	7.164e-007
7.927e+004	-3.087e+000	7.927e+004	1.416e-006
7.928e+004	-3.087e+000	7.928e+004	8.358e-008
7.928e+004	-3.087e+000	7.928e+004	4.164e-007
7.929e+004	-3.087e+000	7.929e+004	6.836e-007
7.929e+004	-3.087e+000	7.929e+004	1.716e-006
7.930e+004	-3.087e+000	7.930e+004	3.836e-007
7.930e+004	-3.087e+000	7.930e+004	5.164e-007
7.931e+004	-3.087e+000	7.931e+004	6.164e-007
7.931e+004	-3.087e+000	7.931e+004	4.836e-007
7.932e+004	-3.087e+000	7.932e+004	1.416e-006
7.932e+004	-3.087e+000	7.932e+004	1.784e-006
7.933e+004	-3.087e+000	7.933e+004	1.416e-006
7.933e+004	-3.087e+000	7.933e+004	1.284e-006
7.934e+004	-3.087e+000	7.934e+004	4.836e-007
7.934e+004	-3.087e+000	7.934e+004	9.164e-007
7.935e+004	-3.087e+000	7.935e+004	1.084e-006
7.935e+004	-3.087e+000	7.935e+004	1.836e-007
7.936e+004	-3.087e+000	7.936e+004	3.836e-007
7.936e+004	-3.087e+000	7.936e+004	6.836e-007
7.937e+004	-3.087e+000	7.937e+004	7.164e-007
7.937e+004	-3.087e+000	7.937e+004	1.384e-006
7.938e+004	-3.087e+000	7.938e+004	1.016e-006
7.938e+004	-3.087e+000	7.938e+004	8.836e-007
7.939e+004	-3.087e+000	7.939e+004	8.358e-008
7.939e+004	-3.087e+000	7.939e+004	1.642e-008
7.940e+004	-3.087e+000	7.940e+004	8.836e-007
7.940e+004	-3.087e+000	7.940e+004	1.216e-006
7.941e+004	-3.087e+000	7.941e+004	2.184e-006
7.941e+004	-3.087e+000	7.941e+004	2.616e-006
7.942e+004	-3.087e+000	7.942e+004	1.384e-006
7.942e+004	-3.087e+000	7.942e+004	5.164e-007
7.943e+004	-3.087e+000	7.943e+004	1.416e-006
7.943e+004	-3.087e+000	7.943e+004	1.284e-006
7.944e+004	-3.087e+000	7.944e+004	1.616e-006
7.944e+004	-3.087e+000	7.944e+004	2.184e-006
7.945e+004	-3.087e+000	7.945e+004	1.316e-006
7.945e+004	-3.087e+000	7.945e+004	1.164e-007
7.946e+004	-3.087e+000	7.946e+004	1.184e-006
7.946e+004	-3.087e+000	7.946e+004	2.416e-006
7.947e+004	-3.087e+000	7.947e+004	2.584e-006
7.947e+004	-3.087e+000	7.947e+004	2.516e-006
7.948e+004	-3.087e+000	7.948e+004	8.836e-007
7.948e+004	-3.087e+000	7.948e+004	7.164e-007
7.949e+004	-3.087e+000	7.949e+004	9.164e-007
7.949e+004	-3.087e+000	7.949e+004	1.784e-006
7.950e+004	-3.087e+000	7.950e+004	2.516e-006
7.950e+004	-3.087e+000	7.950e+004	2.084e-006
7.951e+004	-3.087e+000	7.951e+004	1.016e-006
7.951e+004	-3.087e+000	7.951e+004	9.164e-007
7.952e+004	-3.087e+000	7.952e+004	1.984e-006
7.952e+004	-3.087e+000	7.952e+004	2.216e-006
7.953e+004	-3.087e+000	7.953e+004	2.984e-006
7.953e+004	-3.087e+000	7.953e+004	2.816e-006
7.954e+004	-3.087e+000	7.954e+004	1.984e-006
7.954e+004	-3.087e+000	7.954e+004	1.642e-008
7.955e+004	-3.087e+000	7.955e+004	1.116e-006
7.955e+004	-3.087e+000	7.955e+004	1.584e-006
7.956e+004	-3.087e+000	7.956e+004	1.916e-006
7.956e+004	-3.087e+000	7.956e+004	1.784e-006
7.957e+004	-3.087e+000	7.957e+004	1.416e-006
7.957e+004	-3.087e+000	7.957e+004	8.358e-008
7.958e+004	-3.087e+000	7.958e+004	1.284e-006
7.958e+004	-3.087e+000	7.958e+004	1.916e-006
7.959e+004	-3.087e+000	7.959e+004	1.684e-006
7.959e+004	-3.087e+000	7.959e+004	1.616e-006
7.960e+004	-3.087e+000	7.960e+004	1.484e-006
7.960e+004	-3.087e+000	7.960e+004	1.016e-006
7.961e+004	-3.087e+000	7.961e+004	1.642e-008
7.961e+004	-3.087e+000	7.961e+004	4.836e-007
7.962e+004	-3.087e+000	7.962e+004	5.164e-007
7.962e+004	-3.087e+000	7.962e+004	8.836e-007
7.963e+004	-3.087e+000	7.963e+004	9.164e-007
7.963e+004	-3.087e+000	7.963e+004	1.484e-006
7.964e+004	-3.087e+000	7.964e+004	2.116e-006
7.964e+004	-3.087e+000	7.964e+004	1.284e-006
7.965e+004	-3.087e+000	7.965e+004	1.016e-006
7.965e+004	-3.087e+000	7.965e+004	3.164e-007
7.966e+004	-3.087e+000	7.966e+004	8.836e-007
7.966e+004	-3.087e+000	7.966e+004	1.716e-006
7.967e+004	-3.087e+000	7.967e+004	2.184e-006
7.967e+004	-3.087e+000	7.967e+004	1.416e-006
7.968e+004	-3.087e+000	7.968e+004	1.642e-008
7.968e+004	-3.087e+000	7.968e+004	1.284e-006
7.969e+004	-3.087e+000	7.969e+004	1.716e-006
7.969e+004	-3.087e+000	7.969e+004	8.836e-007
7.970e+004	-3.087e+000	7.970e+004	8.164e-007
7.970e+004	-3.087e+000	7.970e+004	7.836e-007
7.971e+004	-3.087e+000	7.971e+004	3.836e-007
7.971e+004	-3.087e+000	7.971e+004	7.164e-007
7.972e+004	-3.087e+000	7.972e+004	1.484e-006
7.972e+004	-3.087e+000	7.972e+004	1.316e-006
7.973e+004	-3.087e+000	7.973e+004	4.836e-007
7.973e+004	-3.087e+000	7.973e+004	2.836e-007
7.974e+004	-3.087e+000	7.974e+004	7.164e-007
7.974e+004	-3.087e+000	7.974e+004	1.584e-006
7.975e+004	-3.087e+000	7.975e+004	2.016e-006
7.975e+004	-3.087e+000	7.975e+004	2.184e-006
7.976e+004	-3.087e+000	7.976e+004	1.916e-006
7.976e+004	-3.087e+000	7.976e+004	1.384e-006
7.977e+004	-3.087e+000	7.977e+004	8.358e-008
7.977e+004	-3.087e+000	7.977e+004	1.516e-006
7.978e+004	-3.087e+000	7.978e+004	1.384e-006
7.978e+004	-3.087e+000	7.978e+004	2.116e-006
7.979e+004	-3.087e+000	7.979e+004	2.184e-006
7.979e+004	-3.087e+000	7.979e+004	1.516e-006
7.980e+004	-3.087e+000	7.980e+004	8.358e-008
7.980e+004	-3.087e+000	7.980e+004	2.084e-006
7.981e+004	-3.087e+000	7.981e+004	2.616e-006
7.981e+004	-3.087e+000	7.981e+004	2.784e-006
7.982e+004	-3.087e+000	7.982e+004	1.916e-006
7.982e+004	-3.087e+000	7.982e+004	8.836e-007
7.983e+004	-3.087e+000	7.983e+004	4.164e-007
7.983e+004	-3.087e+000	7.983e+004	1.916e-006
7.984e+004	-3.087e+000	7.984e+004	2.384e-006
7.984e+004	-3.087e+000	7.984e+004	2.716e-006
7.985e+004	-3.087e+000	7.985e+004	2.084e-006
7.985e+004	-3.087e+000	7.985e+004	7.164e-007
7.986e+004	-3.087e+000	7.986e+004	1.916e-006
7.986e+004	-3.087e+000	7.986e+004	2.084e-006
7.987e+004	-3.087e+000	7.987e+004	1.716e-006
7.987e+004	-3.087e+000	7.987e+004	1.984e-006
7.988e+004	-3.087e+000	7.988e+004	2.116e-006
7.988e+004	-3.087e+000	7.988e+004	8.836e-007
7.989e+004	-3.087e+000	7.989e+004	3.836e-007
7.989e+004	-3.087e+000	7.989e+004	2.836e-007
7.990e+004	-3.087e+000	7.990e+004	1.642e-008
7.990e+004	-3.087e+000	7.990e+004	1.836e-007
7.991e+004	-3.087e+000	7.991e+004	1.184e-006
7.991e+004	-3.087e+000	7.991e+004	1.916e-006
7.992e+004	-3.087e+000	7.992e+004	1.084e-006
7.992e+004	-3.087e+000	7.992e+004	2.016e-006
7.993e+004	-3.087e+000	7.993e+004	1.984e-006
7.993e+004	-3.087e+000	7.993e+004	1.642e-008
7.994e+004	-3.087e+000	7.994e+004	1.416e-006
7.994e+004	-3.087e+000	7.994e+004	2.184e-006
7.995e+004	-3.087e+000	7.995e+004	1.216e-006
7.995e+004	-3.087e+000	7.995e+004	5.836e-007
7.996e+004	-3.087e+000	7.996e+004	4.836e-007
7.996e+004	-3.087e+000	7.996e+004	1.316e-006
7.997e+004	-3.087e+000	7.997e+004	1.084e-006
7.997e+004	-3.087e+000	7.997e+004	1.116e-006
7.998e+004	-3.087e+000	7.998e+004	8.836e-007
7.998e+004	-3.087e+000	7.998e+004	1.642e-008
7.999e+004	-3.087e+000	7.999e+004	1.164e-007
7.999e+004	-3.087e+000	7.999e+004	6.836e-007
8.000e+004	-3.087e+000	8.000e+004	2.016e-006
8.000e+004	-3.087e+000	8.000e+004	1.984e-006
8.001e+004	-3.087e+000	8.001e+004	4.164e-007
8.001e+004	-3.087e+000	8.001e+004	6.836e-007
8.002e+004	-3.087e+000	8.002e+004	4.836e-007
8.002e+004	-3.087e+000	8.002e+004	6.164e-007
8.003e+004	-3.087e+000	8.003e+004	1.084e-006
8.003e+004	-3.087e+000	8.003e+004	1.616e-006
8.004e+004	-3.087e+000	8.004e+004	3.836e-007
8.004e+004	-3.087e+000	8.004e+004	1.642e-008
